127.0.0.1 - - [17/Nov/2023:20:34:55 -0500] "GET / HTTP/1.1" 200 11435
0:0:0:0:0:0:0:1 - - [17/Nov/2023:20:58:30 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:20:58:32 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 2907
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:03:23 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 4235
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:09:51 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 4235
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:11:31 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3871
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:13:04 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3459
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:13:58 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3021
0:0:0:0:0:0:0:1 - - [17/Nov/2023:21:23:15 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 2439
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:33:55 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 2707
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:35:43 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3220
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:41:50 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3220
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:46:51 -0500] "GET /sapphire_inventory/ HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:46:52 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:46:54 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3220
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:46:58 -0500] "GET /sapphire_inventory/views/registro_usuario.jsp HTTP/1.1" 200 2566
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:47:19 -0500] "POST /sapphire_inventory/registro_usuario_servlet HTTP/1.1" 200 2566
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:51:24 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:51:26 -0500] "GET /sapphire_inventory/views/registro_usuario.jsp HTTP/1.1" 200 2566
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:51:38 -0500] "POST /sapphire_inventory/registro_usuario_servlet HTTP/1.1" 200 2594
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:53:02 -0500] "POST /sapphire_inventory/registro_usuario_servlet HTTP/1.1" 200 2594
0:0:0:0:0:0:0:1 - - [17/Nov/2023:22:53:07 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3220
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:05:19 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3016
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:05:31 -0500] "GET /sapphire_inventory/ HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:05:32 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:05:37 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3016
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:08:02 -0500] "GET /sapphire_inventory/ HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:08:05 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:08:07 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 3016
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:35:20 -0500] "GET /sapphire_inventory/ HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:35:21 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:35:23 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 6912
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:36:09 -0500] "GET /sapphire_inventory/ HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:36:10 -0500] "POST /sapphire_inventory/login_servlet HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:36:11 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 500 6238
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:39:40 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:03 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:05 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:06 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:06 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:07 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:44:07 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 807
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:47:04 -0500] "GET /sapphire_inventory/mostrar_usuarios_servlet?usuarios=usuarios HTTP/1.1" 200 9474
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:47:35 -0500] "POST /sapphire_inventory/actualizar_usuario_servlet HTTP/1.1" 404 737
0:0:0:0:0:0:0:1 - - [17/Nov/2023:23:47:39 -0500] "POST /sapphire_inventory/eliminar_usuario_servlet HTTP/1.1" 404 735
